Day;BikeHires;WorkingDay;Holiday;Temp. Min;Temp. Max;Temp. Mean;Humid. Min;Humid. Max;Humid. Mean;Rain
20/12/2011;15685;1;0;5.3;7.7;6.4;68;97;83;0.9
21/12/2011;14158;1;0;6.1;11.8;9.4;87;98;94;1.7
22/12/2011;15099;1;0;8;11.9;10;80;96;89;0
23/12/2011;9131;1;0;4.6;11.2;9.2;77;92;85;4.1
24/12/2011;4890;0;1;3;8.2;5.6;74;86;80;0.3
25/12/2011;17998;0;1;8.2;11.9;10.5;77;87;83;0
26/12/2011;10953;0;1;9.9;12.9;11.6;72;90;83;0
27/12/2011;8076;0;1;8.2;10.4;9.8;68;81;71;0
28/12/2011;9888;1;0;5.6;10.8;8.7;60;87;74;0
29/12/2011;8368;1;0;5;9.7;7;69;83;73;3.3
30/12/2011;6900;1;0;5.1;10.6;6.7;91;96;80;4.8
31/12/2011;7793;0;1;10.6;12.5;11.7;86;96;91;0.3
01/01/2012;5171;0;1;7.9;12.5;11.1;80;94;90;7.79
02/01/2012;9091;0;1;4.4;7.9;5.8;67;90;81;0
03/01/2012;10094;1;0;5.5;12;8.4;67;96;82;10.59
04/01/2012;13936;1;0;4.8;9.6;6.9;62;90;75;3.43
05/01/2012;14191;1;0;6.6;11.3;8.9;56;85;70;4.57
06/01/2012;17713;1;0;3.8;9.3;6.6;66;86;76;0
07/01/2012;12556;0;1;7.3;10.2;9.2;62;87;68;0
08/01/2012;10487;0;1;8;9.5;8.7;62;88;70;0.1
09/01/2012;19472;1;0;8;12.3;10.1;70;92;83;0
10/01/2012;20548;1;0;9;11.2;10.1;78;92;85;0
11/01/2012;20958;1;0;7.2;11.1;9.1;79;85;83;0
12/01/2012;20879;1;0;4.3;12.5;8.4;62;89;79;0
13/01/2012;19691;1;0;0.1;5.7;2.8;66;95;84;0
14/01/2012;13843;0;1;-2.9;5;0.7;69;97;86;0
15/01/2012;12149;0;1;-0.1;6.1;2.4;57;92;79;0
16/01/2012;19136;1;0;0.2;5.9;2.1;51;90;76;0
17/01/2012;20170;1;0;-2.6;5.9;2.1;73;91;82;0
18/01/2012;17972;1;0;5.3;11.9;9.3;87;97;94;0.6
19/01/2012;15441;1;0;6.3;11.6;9.3;62;98;84;7.4
20/01/2012;18703;1;0;4.4;9.8;7.6;68;83;76;0.3
21/01/2012;13339;0;1;7.1;12.3;10;51;88;71;0
22/01/2012;12845;0;1;5.8;11.6;8.2;47;79;63;0
23/01/2012;20193;1;0;3.2;8.3;6.2;64;83;72;0
24/01/2012;13269;1;0;2.2;10;6;83;97;93;6.1
25/01/2012;20836;1;0;8.6;9.9;9.3;81;97;89;0
26/01/2012;19515;1;0;3;9.6;7.1;59;91;79;1.7
27/01/2012;20775;1;0;2.7;8.1;4.6;54;88;77;0.1
28/01/2012;13272;0;1;2.3;5.8;3.9;73;96;87;0
29/01/2012;10949;0;1;1.1;4.3;2.6;78;98;91;0
30/01/2012;18955;1;0;-0.5;3.3;1.7;61;91;80;0
31/01/2012;18176;1;0;-1.5;1.7;0.6;74;95;85;0.1
01/02/2012;18208;1;0;-1.7;2.7;0.2;43;79;64;0
02/02/2012;16916;1;0;-2.9;0.8;-1.4;41;65;54;0
03/02/2012;16185;1;0;-4.6;0.9;-1.9;53;76;65;0
04/02/2012;8348;0;1;-5.1;1.4;-1.5;68;92;76;8
05/02/2012;3531;0;1;0.3;2.2;1;89;97;94;4
06/02/2012;15202;1;0;1.3;4.6;2.3;85;98;93;0
07/02/2012;17722;1;0;-3.9;2.1;0;55;95;75;0
08/02/2012;16442;1;0;-3.2;0.3;-0.7;68;82;75;0
09/02/2012;16363;1;0;-1.5;2.1;0.2;68;88;78;2
10/02/2012;15117;1;0;-5.1;1.6;-0.7;60;90;79;1
11/02/2012;9912;0;1;-8.1;0.8;-3.7;63;90;77;0
12/02/2012;8020;0;1;-5.7;4.4;0.3;80;95;88;0.1
13/02/2012;13172;1;0;0.8;6.3;3.8;76;98;92;1.1
14/02/2012;17946;1;0;3.6;8.1;5.8;63;84;76;0
15/02/2012;19396;1;0;6.3;10.6;8.3;56;86;72;0
16/02/2012;19505;1;0;5.8;10.6;8.1;54;83;70;0
17/02/2012;19444;1;0;7;12.3;9.6;72;89;80;0
18/02/2012;9463;0;1;2.7;11.1;7.6;57;88;75;3.5
19/02/2012;12655;0;1;-1.4;5.7;2.6;40;76;61;0
20/02/2012;18802;1;0;-2;8.3;3.8;44;78;63;0
21/02/2012;20861;1;0;5.5;11.7;8.6;55;80;71;0
22/02/2012;18112;1;0;8;10.8;8.8;65;95;81;0.8
23/02/2012;23391;1;0;9.9;16;12.9;71;95;84;0
24/02/2012;22067;1;0;9.7;14;11.4;69;90;82;0
25/02/2012;19349;0;1;3.3;11.1;8.3;50;79;65;0
26/02/2012;17646;0;1;2.8;11.8;7.5;55;83;71;0
27/02/2012;20936;1;0;6.4;11.1;9.1;74;88;81;0
28/02/2012;23423;1;0;10;14.2;11.4;73;90;84;0
29/02/2012;23692;1;0;9.5;12.6;10.9;78;91;84;0
01/03/2012;25116;1;0;5.2;14.4;9.9;62;92;78;0
02/03/2012;21928;1;0;5.1;9.2;7;80;97;90;0
03/03/2012;17697;0;1;7;13.9;9.7;41;96;79;0.1
04/03/2012;5062;0;1;3;9.3;6.3;70;94;88;11.2
05/03/2012;19342;1;0;3.4;9.1;5.9;41;79;62;0
06/03/2012;21102;1;0;2.8;7.4;4.9;69;88;76;0
07/03/2012;17096;1;0;4.1;10.3;7.2;60;96;77;5.5
08/03/2012;24123;1;0;2.9;11.3;7.3;46;78;63;0
09/03/2012;23609;1;0;6.5;11.1;9.4;66;81;73;0
10/03/2012;24721;0;1;8.7;15.1;11.5;66;93;79;0
11/03/2012;27758;0;1;6.1;14.9;10.2;64;96;80;0
12/03/2012;28856;1;0;4.5;12.8;8.3;71;96;85;0
13/03/2012;27528;1;0;5.4;9.4;6.9;77;96;88;0
14/03/2012;28296;1;0;4.4;12;7.4;59;87;77;0
15/03/2012;29969;1;0;1.7;15.9;8.8;54;98;78;0
16/03/2012;26452;1;0;8.3;9.8;9.1;65;76;71;0
17/03/2012;13391;0;1;7.2;10.8;9.1;76;89;84;4.8
18/03/2012;19184;0;1;1.9;9.6;6.3;65;95;81;0
19/03/2012;28391;1;0;1.5;13.1;7.8;38;91;64;0
20/03/2012;30817;1;0;4.3;14.4;9.4;49;83;65;0
21/03/2012;31175;1;0;6.5;15.6;10.7;47;77;64;0
22/03/2012;31135;1;0;4.8;16.1;10.5;38;88;66;0
23/03/2012;33635;1;0;5.6;19.5;12.5;38;94;70;0
24/03/2012;35091;0;1;5.5;18.8;11.9;37;91;68;0
25/03/2012;28607;0;1;3.7;13.7;8.1;54;90;74;0
26/03/2012;32368;1;0;3.2;17.8;10.2;33;93;66;0
27/03/2012;34563;1;0;4.7;18.2;11.3;34;71;50;0
28/03/2012;36539;1;0;3.3;20.8;12.5;27;61;43;0
29/03/2012;35954;1;0;7.4;18.7;12.9;37;70;53;0
30/03/2012;35666;1;0;7.2;17.4;11.7;48;80;65;0
31/03/2012;23038;0;1;4.6;10.9;8.2;49;88;69;0
01/04/2012;30513;0;1;0.8;12.6;6.8;36;84;59;0
02/04/2012;32142;1;0;2.3;14.9;9;39;83;58;0
03/04/2012;25956;1;0;3.5;13.7;8.6;50;88;71;6.3
04/04/2012;27912;1;0;4;10.4;7.6;47;89;71;0.6
05/04/2012;24383;1;0;3;8.8;6.7;53;90;73;0
06/04/2012;22354;0;1;-2.3;12.7;6.2;42;83;63;0
07/04/2012;16848;0;1;4.7;10.5;8.2;56;87;72;0
08/04/2012;15717;0;1;6.1;13.2;9.8;67;93;78;0.5
09/04/2012;6214;0;1;8.4;10.8;9.6;75;96;89;8
10/04/2012;24898;1;0;5.7;14.2;9.6;38;95;66;0.3
11/04/2012;29345;1;0;4.1;13.8;8.9;38;83;62;0
12/04/2012;25772;1;0;2.4;12.8;7.9;52;86;72;4.3
13/04/2012;27673;1;0;2.7;13;8;42;97;73;1.7
14/04/2012;26193;0;1;5;11.4;8;39;89;68;0
15/04/2012;10188;0;1;2.6;9.5;5.8;39;83;64;0.1
16/04/2012;28188;1;0;0.8;11.6;6.2;36;82;55;0
17/04/2012;20105;1;0;5.3;13.7;8.1;39;91;65;2.9
18/04/2012;16651;1;0;6;11.4;8.2;68;89;81;3.4
19/04/2012;18759;1;0;6.5;11.3;8;71;94;88;8.4
20/04/2012;22730;1;0;5.1;13;8.3;54;94;80;8
21/04/2012;22014;0;1;3.7;14.2;8.5;40;89;69;0.9
22/04/2012;19707;0;1;4.6;14.9;9.1;38;88;72;1.7
23/04/2012;19262;1;0;7;10.9;8.1;56;95;82;2.3
24/04/2012;27522;1;0;6.3;13;9;47;97;73;4
25/04/2012;12737;1;0;6.4;11.9;8.8;69;94;85;14.2
26/04/2012;21740;1;0;9.3;14.4;11.2;49;89;72;2
27/04/2012;24263;1;0;9.3;15;11.4;55;85;74;3.2
28/04/2012;7827;0;1;5.4;9.3;8.1;85;97;94;10.6
29/04/2012;9951;0;1;5.4;14.6;9;62;98;88;16.9
30/04/2012;31909;1;0;8.9;18;13.7;40;82;61;0.1
01/05/2012;24523;1;0;10.8;17;13.2;59;97;86;16.4
02/05/2012;28381;1;0;8.8;14;10.7;64;94;87;1.2
03/05/2012;23768;1;0;7.5;8.9;8.3;90;94;92;0
04/05/2012;25503;1;0;6.7;8.9;7.8;80;96;89;0.3
05/05/2012;16009;0;1;5.6;9.8;7.2;51;88;72;0.3
06/05/2012;17160;0;1;4.1;8.7;6.8;55;85;71;0
07/05/2012;15227;0;1;3.9;13.8;9.5;65;92;80;2
08/05/2012;28585;1;0;10.6;18.4;13.9;53;95;78;2
09/05/2012;21758;1;0;10.6;15.1;13.2;72;95;90;4.9
10/05/2012;26164;1;0;14.2;17.1;15.5;83;97;92;9.8
11/05/2012;31385;1;0;8.1;16.1;13.2;37;90;60;0
12/05/2012;30699;0;1;4.9;15;10.4;38;75;54;0
13/05/2012;28778;0;1;3.9;17.6;11.9;34;83;54;0
14/05/2012;23344;1;0;6.9;12.1;9.7;58;85;74;1.4
15/05/2012;18409;1;0;4.8;11.5;7.5;56;91;79;5.9
16/05/2012;31453;1;0;4.1;14.3;9.9;38;87;60;0
17/05/2012;31219;1;0;7.4;15.1;11.7;40;80;57;0
18/05/2012;30945;1;0;8.8;16.6;12.8;55;83;71;0.1
19/05/2012;28474;0;1;9.3;16.8;13.4;56;91;76;0
20/05/2012;22286;0;1;8.6;11.7;10.1;80;87;83;0
21/05/2012;30905;1;0;9;16.1;12.1;71;93;83;0
22/05/2012;36720;1;0;11.1;24.6;17.3;53;93;75;0
23/05/2012;40486;1;0;12.8;25.6;18.9;53;87;73;0
24/05/2012;42008;1;0;14.3;25.8;20.2;56;91;76;0
25/05/2012;41357;1;0;15.6;24.3;20.1;31;87;59;0
26/05/2012;39358;0;1;13.6;24.8;19.7;29;87;53;0
27/05/2012;38781;0;1;13.5;26.7;20.3;29;73;49;0
28/05/2012;40872;1;0;12.8;26.9;20.8;35;78;53;0
29/05/2012;37962;1;0;14;22.8;18.4;54;80;66;0
30/05/2012;38803;1;0;13.5;25.4;19.2;37;88;64;0.3
31/05/2012;35630;1;0;14;20.5;16.8;48;82;70;0
01/06/2012;34524;1;0;13.3;21;16.8;53;91;75;0.3
02/06/2012;25283;0;1;11.2;17.8;13.5;51;96;79;2.6
03/06/2012;12207;0;1;9.6;11.5;10.8;88;98;96;18.8
04/06/2012;22649;0;1;6.2;14.2;10.1;54;98;81;8.9
05/06/2012;15537;0;1;5.4;16.2;11.2;51;94;80;6.2
06/06/2012;30297;1;0;12.6;18;15.2;64;95;80;2
07/06/2012;23066;1;0;12.8;17.7;14.6;71;94;83;10.9
08/06/2012;22224;1;0;12.3;16.2;13.8;57;92;74;3.5
09/06/2012;29258;0;1;11;18.7;14.3;35;75;55;0
10/06/2012;20876;0;1;9.4;19.2;14.4;39;93;67;7.7
11/06/2012;10252;1;0;10.2;12.9;11.7;93;98;97;25.7
12/06/2012;23742;1;0;10;13.3;11.2;68;98;86;2
13/06/2012;34447;1;0;5.6;18;13.4;43;93;63;0
14/06/2012;31593;1;0;7.7;18.5;13.8;41;91;64;2.3
15/06/2012;30944;1;0;12.6;18.4;15.3;49;94;74;4.7
16/06/2012;26300;0;1;12.6;18.6;15.1;44;81;66;0
17/06/2012;28531;0;1;12.5;20.2;16.3;43;79;61;0.1
18/06/2012;31089;1;0;11.5;19.5;15;44;89;66;2.3
19/06/2012;37601;1;0;10.9;21;16.4;40;85;60;0
20/06/2012;39267;1;0;10.9;22.4;17.2;36;88;58;0
21/06/2012;27052;1;0;11.4;19.8;15.6;62;94;81;6.9
22/06/2012;33027;1;0;11.2;18.1;14.6;55;92;74;1.1
23/06/2012;26900;0;1;10.9;19.6;15.1;43;81;65;1.2
24/06/2012;23509;0;1;11.7;20.2;15.6;43;95;73;10.3
25/06/2012;36337;1;0;12.4;21.7;17.6;44;87;64;0
26/06/2012;37652;1;0;14.8;23.5;18.8;38;83;62;0
27/06/2012;36767;1;0;17;23.7;19.8;64;88;78;0.1
28/06/2012;39571;1;0;16;28.4;21.8;38;92;70;0
29/06/2012;35321;1;0;14.3;21.3;17.1;44;82;70;0.1
30/06/2012;32982;0;1;13.9;21.4;17.5;41;84;64;0
01/07/2012;27438;0;1;11.5;19;15.7;46;79;62;0
02/07/2012;24963;1;0;13.3;18.7;15.3;60;93;79;3.5
03/07/2012;27163;1;0;15.4;19;16.9;75;96;89;2.8
04/07/2012;32433;1;0;15.9;21.9;18.5;67;96;84;9.5
05/07/2012;40565;1;0;15.2;23;19.1;49;89;67;0
06/07/2012;24723;1;0;14.6;19.6;16.5;67;89;78;5.7
07/07/2012;24782;0;1;13.5;19;16.3;58;89;76;3.7
08/07/2012;15855;0;1;14;19.7;15.9;71;97;90;19.8
09/07/2012;30523;1;0;14.7;18;15.9;72;94;86;0.5
10/07/2012;29723;1;0;12.5;17.7;15.4;66;90;81;4
11/07/2012;30544;1;0;12.2;19.4;15.2;44;91;73;2.6
12/07/2012;24736;1;0;10.2;19.5;14.5;44;94;76;11.9
13/07/2012;28875;1;0;14;19.9;16.2;54;96;80;4.6
14/07/2012;17999;0;1;13;16.9;14.6;72;94;88;6.6
15/07/2012;29938;0;1;11.7;18.7;15.2;43;94;67;0
16/07/2012;24218;1;0;13.2;17;15.2;64;93;83;2.6
17/07/2012;36788;1;0;13.9;23;18.5;60;93;75;0
18/07/2012;29841;1;0;14.6;18.6;16.6;71;92;85;1.7
19/07/2012;37032;1;0;13.7;20.6;16.8;45;92;69;0
20/07/2012;31187;1;0;12.4;18.6;14.9;60;88;78;0.8
21/07/2012;34776;0;1;10.9;21;15.9;43;93;69;0
22/07/2012;38620;0;1;12.3;23.4;18.5;41;80;57;0
23/07/2012;42309;1;0;13.8;27.9;21.34;28;73;48.9;0
24/07/2012;45748;1;0;13.5;30;22.71;30;82;50.5;0
25/07/2012;45024;1;0;15.1;30.6;23.32;32;79;50.3;0
26/07/2012;46891;1;0;15.4;26.9;21.23;36;75;53.2;0
27/07/2012;42815;1;0;15.5;24.7;19.79;54;90;71.2;0
28/07/2012;44617;0;1;14.4;21.7;17.55;34;68;51.2;0
29/07/2012;26352;0;1;11.6;18.9;14.83;48;82;67.5;5.5
30/07/2012;41891;1;0;10.1;20.5;15.54;34;84;56.9;0
31/07/2012;35805;1;0;11.4;20;16.1;54;90;78.7;3.2
01/08/2012;41603;1;0;13.5;22.7;18.2;47;93;75.2;0
02/08/2012;43183;1;0;15.5;21.6;18.28;50;88;68.6;0.9
03/08/2012;43045;1;0;13.3;22.3;17.91;41;89;66.1;0
04/08/2012;39082;0;1;15;21;17.72;54;89;71.4;0.3
05/08/2012;30150;0;1;13.2;20.8;17.02;52;93;75.3;15.8
06/08/2012;37198;1;0;15.1;22.2;17.57;46;88;71.5;0.1
07/08/2012;38134;1;0;11.7;20;15.68;53;89;74.1;0.8
08/08/2012;42263;1;0;15.2;23.1;18.71;51;94;76.9;0.3
09/08/2012;46050;1;0;12.5;26;19.91;36;93;64.7;0
10/08/2012;47102;1;0;14.1;26.5;20.68;40;93;63.7;0
11/08/2012;44111;0;1;14.3;22.6;18.8;42;85;62.4;0
12/08/2012;41734;0;1;15.1;26.6;20.25;41;90;67.3;0
13/08/2012;36101;1;0;16.1;23.3;19.18;50;84;71.5;0
14/08/2012;41532;1;0;17.8;25.2;20.83;46;90;69;0.3
15/08/2012;36557;1;0;17.4;22.5;19.36;55;90;74.8;0.6
16/08/2012;38181;1;0;16.5;22.1;19.11;49;79;65.3;0.3
17/08/2012;40821;1;0;18.1;27.6;22.22;33;76;57.9;0
18/08/2012;40577;0;1;20;30;25.04;40;77;53;0
19/08/2012;35370;0;1;17.7;29.5;23.62;42;91;66.9;0.1
20/08/2012;37997;1;0;17.4;24.9;20.54;49;82;69;0
21/08/2012;39185;1;0;15.1;22.6;18.51;46;86;69.1;0
22/08/2012;39962;1;0;13.7;22;17.57;43;86;65.6;0
23/08/2012;36578;1;0;13.3;22.1;17.77;42;84;63;0
24/08/2012;33329;1;0;14.5;20.6;17.19;50;89;69.8;0.8
25/08/2012;17802;0;1;14.7;20.9;17.03;65;93;85.4;6.6
26/08/2012;31939;0;1;14.3;21.4;17.03;37;89;65.3;0
27/08/2012;27522;0;1;13;20.9;17.62;52;89;69.6;0.1
28/08/2012;37362;1;0;14.9;23;18.72;45;90;68.9;0.6
29/08/2012;30916;1;0;13.9;20.1;15.78;51;89;79.9;3.8
30/08/2012;30379;1;0;9.3;16.8;14.28;65;92;79.2;0.3
31/08/2012;37406;1;0;6.7;18;13.03;38;80;58.2;0
01/09/2012;33123;0;1;13.2;21.1;16.58;44;75;67.3;0
02/09/2012;27997;0;1;12.6;19.5;16.18;72;91;82.5;0
03/09/2012;39941;1;0;14.7;24.1;18.72;38;94;70.2;0
04/09/2012;40298;1;0;14;24.6;18.62;53;91;72.6;0
05/09/2012;40606;1;0;11.1;19.9;15.6;43;77;58;0
06/09/2012;39864;1;0;7.3;21;15.2;37;89;60.3;0
07/09/2012;41414;1;0;11.3;25.5;18.11;30;87;57.1;0
08/09/2012;40978;0;1;9.5;26.7;18.3;24;84;54.2;0
09/09/2012;39006;0;1;10.1;27.6;18.35;30;84;60.2;0
10/09/2012;35489;1;0;16.8;20.7;18.35;64;84;73.8;0
11/09/2012;37276;1;0;11.4;17.4;15.62;37;79;57.6;0
12/09/2012;35654;1;0;8.5;18;13.27;49;83;65.1;2.3
13/09/2012;37938;1;0;7.8;18;13.48;44;85;63.9;0
14/09/2012;36653;1;0;12.9;19.9;16.25;43;81;64.1;0
15/09/2012;36493;0;1;9.6;21.1;15.51;45;84;64.3;0
16/09/2012;29785;0;1;13.3;18.1;15.64;54;85;70.8;0
17/09/2012;35954;1;0;13.9;18.9;16.13;41;88;65;0
18/09/2012;37026;1;0;9.6;16.7;13.78;37;82;59.8;0
19/09/2012;36136;1;0;6.9;16.4;11.88;38;80;57.9;0
20/09/2012;35929;1;0;9.3;17.3;13.16;47;78;62.2;0
21/09/2012;32347;1;0;10.3;16.4;13.09;52;87;70.1;1.7
22/09/2012;33867;0;1;6;15.1;11.09;45;89;67.2;0
23/09/2012;8452;0;1;8.2;11.9;10.1;66;98;85.5;21.8
24/09/2012;21229;1;0;11.1;14.9;12.79;65;98;89.4;9.5
25/09/2012;33706;1;0;9.6;16.2;12.61;59;85;74;0.6
26/09/2012;27202;1;0;10;15.1;12.29;75;93;85.3;4.1
27/09/2012;32416;1;0;10.4;16.4;12.64;53;95;80.9;1.1
28/09/2012;31880;1;0;8.6;17.1;12.2;66;92;84.2;2.3
29/09/2012;31223;0;1;8.4;15.2;11.53;43;94;70.8;0
30/09/2012;25263;0;1;5.8;16.7;12.1;64;88;76.9;0
01/10/2012;23627;1;0;12;15.6;14.16;79;96;88.4;8.6
02/10/2012;30107;1;0;10.6;16.6;13.41;65;93;84.9;1.2
03/10/2012;32695;1;0;9.2;14.2;12.17;59;92;81.1;10.1
04/10/2012;35136;1;0;7.2;15.1;11.45;56;96;76.5;0
05/10/2012;23773;1;0;8.6;15.5;12.34;58;97;82.1;15.6
06/10/2012;30424;0;1;6.3;14;9.75;63;97;84.9;9
07/10/2012;27168;0;1;4.4;13.5;9.3;74;97;86.9;0
08/10/2012;22984;1;0;8.5;11.8;10.93;88;98;94.7;3.8
09/10/2012;32965;1;0;8.3;13.3;10.94;70;98;85.1;0
10/10/2012;35221;1;0;4.9;14.4;10.51;57;90;71.5;0
11/10/2012;25324;1;0;8.3;15;12.01;71;97;87.7;7.2
12/10/2012;31694;1;0;8.3;14.8;11.6;48;97;72.7;0.3
13/10/2012;26289;0;1;5.1;11.7;8.55;60;94;80.3;0.3
14/10/2012;25440;0;1;2.7;11.7;7.37;57;96;80.2;0
15/10/2012;30558;1;0;3.1;13.3;8.9;59;94;81.8;0.9
16/10/2012;33253;1;0;9.3;14.4;11.75;47;95;70;0.8
17/10/2012;30285;1;0;8.6;16.1;12.92;56;96;80;9.5
18/10/2012;32566;1;0;12.4;15.8;13.96;64;91;81.5;0.3
19/10/2012;21001;1;0;11.6;13.6;12.3;82;98;93.9;6.6
20/10/2012;25411;0;1;9.8;14.2;11.74;74;98;91.6;4.8
21/10/2012;15563;0;1;9.5;12;10.82;94;98;96.2;1.7
22/10/2012;27294;1;0;11.5;14.6;13.4;98;98;98;0.1
23/10/2012;31996;1;0;11.9;13.8;12.92;98;98;98;0.3
24/10/2012;33882;1;0;12.7;15.8;13.92;84;98;94.7;0
25/10/2012;29515;1;0;9.3;13.6;11.89;83;98;93.3;0.3
26/10/2012;26404;1;0;3.3;9.3;7.39;70;86;79;0.9
27/10/2012;17144;0;1;1.8;7.6;4.26;64;89;78.9;0.3
28/10/2012;15305;0;1;1.6;9.1;5.86;82;95;86.9;3.2
29/10/2012;24276;1;0;7.7;11.9;9.37;78;96;90.6;2.3
30/10/2012;30325;1;0;5.3;10.1;7.6;62;98;83.9;0.6
31/10/2012;29241;1;0;6.7;12.2;9.69;68;86;77.1;0.3
01/11/2012;26888;1;0;4.1;11.4;7.36;71;94;83.1;10.6
02/11/2012;28748;1;0;4.4;10.2;6.57;52;86;74.5;0
03/11/2012;21498;0;1;2.6;9.3;6.1;55;93;75.7;0
04/11/2012;11693;0;1;1.3;8.4;4.66;79;98;91.9;17.3
05/11/2012;27666;1;0;1.8;8.5;5.13;69;98;87.6;0
06/11/2012;27038;1;0;0.7;9.4;5.74;74;97;87.7;0.3
07/11/2012;29537;1;0;5;9.7;7.93;75;97;85.7;0
08/11/2012;29895;1;0;7.7;11.7;9.65;64;89;78.4;0
09/11/2012;29349;1;0;8.5;11.4;9.68;69;78;75.2;0
10/11/2012;18018;0;1;5.3;10.3;8.94;77;94;88.5;3.2
11/11/2012;20971;0;1;2;9.8;5.74;67;98;86;0
12/11/2012;23680;1;0;4.6;12;8.82;85;98;91.6;1.2
13/11/2012;30511;1;0;10;14.6;12.42;73;98;88.7;0
14/11/2012;31453;1;0;6.8;12.3;10.64;70;90;84;0
15/11/2012;30165;1;0;4.8;8.7;6.62;88;98;93.7;0
16/11/2012;28143;1;0;6.4;9.8;7.88;85;97;90.6;0.3
17/11/2012;20325;0;1;6.9;12.3;10.23;78;98;90.3;0.6
18/11/2012;21664;0;1;1;8;4.68;68;96;82.7;0
19/11/2012;28127;1;0;3;11.2;8.41;64;88;79.6;0
20/11/2012;25921;1;0;10.8;13.5;12.16;82;96;91.1;2.3
21/11/2012;20554;1;0;6.4;11.9;9.28;85;95;91.5;6.6
22/11/2012;27783;1;0;6.7;13.3;11.19;68;96;80.7;6.6
23/11/2012;27973;1;0;3.7;10.6;7.47;74;94;87.6;4.3
24/11/2012;8902;0;1;2.7;9.8;6.37;93;98;97.5;10
25/11/2012;16894;0;1;7.1;12;9.93;64;98;81;2.3
26/11/2012;20656;1;0;6.7;10.6;8.44;79;97;90.1;5.5
27/11/2012;20388;1;0;5.6;7.9;7.01;83;98;93.7;4
28/11/2012;21403;1;0;2.3;6.5;5.19;79;91;85.4;0
29/11/2012;26212;1;0;0.6;5.2;2.48;77;90;84.9;0
30/11/2012;24838;1;0;-1.7;4.1;0.65;77;96;88.4;0
01/12/2012;16068;0;1;-2.4;5.1;1.07;75;98;89.6;0
02/12/2012;15227;0;1;-1;4.5;1.63;61;87;79.3;0
