Day;BikeHires;WorkingDay;Holiday;Temp. Min;Temp. Max;Temp. Mean;Humid. Min;Humid. Max;Humid. Mean;Rain
03/12/2012;23592;1;0;3.6;10.1;6.71;73;98;86.5;5.5
04/12/2012;26144;1;0;0.5;7.3;3.87;64;92;80.4;0
05/12/2012;23111;1;0;-0.9;3;1.27;72;97;83.6;0.3
06/12/2012;22645;1;0;-3;5.1;1.13;67;93;81;3.2
07/12/2012;20140;1;0;2.3;5.7;4.24;61;96;80.7;2.3
08/12/2012;17805;0;1;2.1;5.6;4.11;77;91;82.8;0
09/12/2012;14147;0;1;3.8;8.7;6.44;65;91;79.3;0
10/12/2012;23937;1;0;0.9;4.9;3.2;71;87;78.4;0
11/12/2012;23531;1;0;-3.4;1.7;-0.59;85;96;91.9;0
12/12/2012;22344;1;0;-4.7;2.1;-1.06;79;98;92.2;0
13/12/2012;21704;1;0;-2.3;1.1;-0.29;80;93;86.2;0
14/12/2012;17085;1;0;1.1;9.9;6.43;79;98;93;10.7
15/12/2012;16962;0;1;7.1;10.7;8.6;77;91;85.6;0
16/12/2012;14128;0;1;5.6;9.3;7.19;80;95;88.8;1.4
17/12/2012;22899;1;0;5.4;8.5;6.85;76;94;87.1;0.1
18/12/2012;23651;1;0;1.8;7.7;5.67;83;94;87.7;0
19/12/2012;16828;1;0;1.6;7.5;5.05;84;98;94.2;6
20/12/2012;12401;1;0;6.3;9.5;8;96;98;97.8;21.7
21/12/2012;20395;1;0;6.6;9.4;7.56;84;98;94.4;0
22/12/2012;5644;0;1;6.6;12.9;10.02;96;98;97.4;17.8
23/12/2012;9184;0;1;9.6;12.9;11.49;78;98;88.6;1.1
24/12/2012;7985;1;0;7.8;12;9.67;84;98;92;4.9
25/12/2012;16816;0;1;5.6;9.2;7.85;84;96;90.9;12.6
26/12/2012;10405;0;1;4.4;9.9;7.33;77;96;90.2;2
27/12/2012;9013;1;0;4.7;8;7.07;77;93;84.2;2
28/12/2012;10947;1;0;4;12.2;9.27;81;98;90.3;3.5
29/12/2012;8498;0;1;6.7;11.9;10.07;74;91;82.5;1.2
30/12/2012;11343;0;1;5.1;10.8;7.56;72;81;76;0
31/12/2012;8865;1;0;9.3;11.2;10.46;76;95;88.3;5.1
01/01/2013;12149;0;1;3.9;9.3;5.87;67;94;82.8;1.5
02/01/2013;16203;1;0;2.8;10.6;6.6;82;98;91.8;1.1
03/01/2013;21269;1;0;9.5;11.4;10.49;90;98;93.8;0
04/01/2013;22435;1;0;8.2;10.7;9.62;77;92;84.8;0
05/01/2013;16242;0;1;8.1;10.7;9.27;85;96;91.3;0
06/01/2013;13622;0;1;7;8.7;7.88;93;98;96.7;0
07/01/2013;23348;1;0;7.3;9.4;8.27;88;96;92.5;0
08/01/2013;25909;1;0;9;11;9.96;82;95;86.8;0.5
09/01/2013;25341;1;0;0.9;9.3;6.33;74;98;91.4;2.9
10/01/2013;24363;1;0;0.2;2.5;1.45;95;98;97.1;0
11/01/2013;23869;1;0;0.7;4.6;2.07;94;98;96.7;0
12/01/2013;13562;0;1;0.6;4.4;2.91;55;98;83.4;0.5
13/01/2013;12260;0;1;-0.5;3.1;1.45;69;78;74.1;0
14/01/2013;17427;1;0;-0.8;2.4;0.81;76;96;87.5;4.9
15/01/2013;22797;1;0;-2.6;1.6;0.62;83;94;87.9;0
16/01/2013;22460;1;0;-3.4;-0.8;-2.37;89;98;95.7;0
17/01/2013;22210;1;0;-5.5;2.3;-1.07;73;96;86.3;0
18/01/2013;13108;1;0;-2.1;1.8;-0.78;71;90;83;5
19/01/2013;7843;0;1;-0.8;0.4;-0.19;80;94;88.8;0.1
20/01/2013;3728;0;1;-1.8;-0.3;-0.97;79;98;91.2;8
21/01/2013;13467;1;0;-2.4;1.4;-0.04;85;98;91.6;0
22/01/2013;18061;1;0;-4.8;2.5;-0.18;75;98;89;0
23/01/2013;19404;1;0;0.9;2.3;1.47;78;86;82.1;0.3
24/01/2013;20721;1;0;-1.5;1.8;1.02;70;89;79.5;0
25/01/2013;20178;1;0;-2.1;2.9;1.02;68;87;77;0.3
26/01/2013;14595;0;1;2.2;7.7;5.03;75;96;86.7;4.1
27/01/2013;13689;0;1;4.6;10.1;7.92;49;98;75.9;7.1
28/01/2013;18689;1;0;2.6;10.6;6.49;75;96;83.6;2
29/01/2013;21268;1;0;9.6;13.5;11.62;78;96;91;1.5
30/01/2013;23415;1;0;7.2;12.2;9.87;51;97;76.8;5.7
31/01/2013;21957;1;0;7.2;10;8.76;55;84;70.9;1.5
01/02/2013;18081;1;0;4.1;8.2;5.84;73;92;83;7.2
02/02/2013;15757;0;1;0.4;5;3.21;55;88;69.3;0
03/02/2013;13572;0;1;0;9.2;4.94;68;89;80.2;0
04/02/2013;23017;1;0;6.3;10.1;8.79;47;89;67.7;0
05/02/2013;21177;1;0;2.1;6.4;4.37;45;86;67.6;2
06/02/2013;20664;1;0;1.7;5.6;4.01;59;86;73.5;0.3
07/02/2013;20852;1;0;0.8;4.8;2.52;54;93;68.4;2
08/02/2013;20571;1;0;-0.1;4.9;2.45;64;95;82.8;0.5
09/02/2013;11274;0;1;0.6;4;2.82;78;89;85;0.3
10/02/2013;4901;0;1;0.4;4.9;3.19;89;98;94.6;12.9
11/02/2013;13468;1;0;0.3;1.1;0.68;98;98;98;7.6
12/02/2013;20342;1;0;0.5;1.6;1.07;72;98;83.3;0
13/02/2013;21051;1;0;0.8;3.7;1.75;55;90;71;0
14/02/2013;21034;1;0;3.8;10.2;7.47;66;98;84.6;3.2
15/02/2013;22952;1;0;2.3;9.6;6.01;52;94;76.2;0
16/02/2013;19072;0;1;2.6;10;7.14;48;84;66;0
17/02/2013;19044;0;1;0.4;9.7;4.05;50;93;80.2;0
18/02/2013;22724;1;0;0.9;7.3;4.19;68;93;81.1;0
19/02/2013;24525;1;0;-2.2;8.8;3.15;52;97;79.2;0
20/02/2013;20938;1;0;1.3;4.2;2.72;58;97;75.8;0.8
21/02/2013;19757;1;0;0.5;1.8;1.19;50;63;54.9;0
22/02/2013;18313;1;0;-0.1;1.4;0.58;53;66;57.3;0.1
23/02/2013;11234;0;1;-0.3;1.7;0.65;53;76;66;0.1
24/02/2013;9404;0;1;0.3;2;1.04;63;79;70.5;0
25/02/2013;19800;1;0;1.1;3.9;2.72;74;89;84.2;0
26/02/2013;19595;1;0;2.3;4.4;3.45;89;98;95.1;0.1
27/02/2013;21484;1;0;1.7;5.7;3.11;66;98;85.9;0
28/02/2013;21985;1;0;1.6;8.3;4.05;60;89;78;0
01/03/2013;19487;1;0;2.1;6.3;4.28;57;97;77.2;0.1
02/03/2013;15265;0;1;-1.2;4.8;2.62;63;81;69.8;0
03/03/2013;14520;0;1;-1.9;8;3.31;56;90;77.5;0
04/03/2013;23036;1;0;1.4;8.8;4.54;48;88;73.3;0
05/03/2013;27054;1;0;1.9;15.3;8.26;48;93;71;0
06/03/2013;24324;1;0;7.7;13.5;9.83;56;78;68.3;0.3
07/03/2013;17322;1;0;7.1;9.5;8.41;79;98;93.1;4.6
08/03/2013;13843;1;0;7.8;9.7;8.82;98;98;98;12.5
09/03/2013;14244;0;1;2.8;7.8;5.41;86;98;94.3;2
10/03/2013;10163;0;1;0.6;3;1.89;76;91;83.9;0
11/03/2013;16546;1;0;-2.1;0.6;-0.75;53;79;68.2;0.3
12/03/2013;18794;1;0;-2.2;3.9;0.69;42;83;59;0
13/03/2013;20245;1;0;-0.2;5.8;2.25;50;89;72.9;0.3
14/03/2013;21984;1;0;-1.7;6.1;2.67;43;93;67;0
15/03/2013;17159;1;0;3.2;8.5;6.01;52;91;76.8;3.7
16/03/2013;9190;0;1;5.8;7.8;6.68;77;93;84.7;4.6
17/03/2013;7940;0;1;2;7.2;4.91;78;94;87;3.7
18/03/2013;15852;1;0;-1.2;7.1;2.96;81;98;93.4;11.5
19/03/2013;22479;1;0;2.4;7.9;4.37;60;97;84.6;0
20/03/2013;22216;1;0;1.9;5.8;3.43;78;95;87;0
21/03/2013;22061;1;0;0.5;6.3;3.55;57;86;72.7;0
22/03/2013;16233;1;0;2.1;5.1;3.34;68;90;77.7;3.4
23/03/2013;5249;0;1;0.4;2.6;0.93;89;98;96.3;6.8
24/03/2013;6786;0;1;-0.8;0.9;-0.05;61;98;83.8;0.3
25/03/2013;17290;1;0;0;1.1;0.63;58;68;63.4;0
26/03/2013;18384;1;0;-0.2;1.3;0.7;56;73;61.4;0
27/03/2013;19184;1;0;-1.3;3.4;1.11;51;77;62;0
28/03/2013;18052;1;0;-1.2;4;1.7;45;86;63.3;0
29/03/2013;10909;0;1;-1.3;5.7;2.14;40;71;56.9;0
30/03/2013;9793;0;1;0.1;4.8;2.35;52;76;65;0.1
31/03/2013;9007;0;1;-2.6;5.6;1.82;42;80;61.4;0
01/04/2013;9421;0;1;0.3;5.3;2.35;43;75;61.3;0
02/04/2013;19148;1;0;-1;7.3;3.22;34;82;54.6;0
03/04/2013;17801;1;0;-0.1;4.2;2.31;47;84;60.8;0
04/04/2013;15626;1;0;0.1;2.7;1.64;51;93;71.1;0.6
05/04/2013;18059;1;0;1.3;7.4;3.77;38;79;59.3;0
06/04/2013;18216;0;1;0.1;9.9;4.81;37;89;61.2;0
07/04/2013;18090;0;1;-1.7;10.7;5.08;31;78;54.6;0
08/04/2013;21797;1;0;3.2;9.9;5.85;39;75;58.9;0
09/04/2013;17555;1;0;2.7;8.9;5.75;69;90;80.5;0.9
10/04/2013;22233;1;0;2.4;12.2;6.89;51;94;76.3;4.3
11/04/2013;19240;1;0;5.4;10.5;7.31;83;98;93.4;4.1
12/04/2013;15100;1;0;7.4;11.9;9.08;67;95;87.1;10.2
13/04/2013;11291;0;1;5.1;12;9.41;66;97;87.4;6.5
14/04/2013;25074;0;1;11.3;19.6;14.92;44;98;69.6;0
15/04/2013;24923;1;0;10.8;16.1;13.2;52;81;67.1;0
16/04/2013;26060;1;0;9.7;16.9;12.82;39;88;63.9;0
17/04/2013;25730;1;0;9.8;18.3;13.67;50;92;71.6;0
18/04/2013;23979;1;0;8.2;14.5;11.05;37;70;56;0.8
19/04/2013;24297;1;0;6.2;12;9.27;47;77;63.3;0
20/04/2013;26724;0;1;1.4;13.4;7.81;36;92;60.9;0
21/04/2013;22466;0;1;0.2;15.3;8.77;35;86;55.6;0
22/04/2013;25384;1;0;7.3;15.3;10.83;43;82;67.3;0
23/04/2013;31359;1;0;10;20.2;15.08;40;88;62.9;0
24/04/2013;30193;1;0;10.1;19.6;15.42;52;82;66.1;0.3
25/04/2013;32000;1;0;10.8;22.4;16.37;38;93;66.6;0
26/04/2013;23125;1;0;6.1;13.3;9.44;37;91;63.3;3.9
27/04/2013;17337;0;1;3.8;10.7;6.68;49;81;64.7;0.1
28/04/2013;19139;0;1;0.1;12.3;7.55;36;89;58.8;0
29/04/2013;27644;1;0;7.9;14.4;10.69;36;79;52.4;0
30/04/2013;29219;1;0;3.9;14.1;9.4;36;78;57;0
01/05/2013;31175;1;0;3;16.1;9.64;34;90;58.4;0
02/05/2013;31239;1;0;4.6;17.4;11.28;26;56;39.4;0
03/05/2013;31340;1;0;3.1;20.1;12.52;29;74;49.4;0
04/05/2013;19156;0;1;8.3;17.1;12.63;35;73;56.4;0
05/05/2013;24342;0;1;6.6;18.5;14.13;48;76;58.9;0
06/05/2013;29015;0;1;9.6;21.1;16.31;39;82;56.5;0
07/05/2013;30707;1;0;7.4;19.9;15.09;34;81;52.2;0
08/05/2013;26032;1;0;10.3;17.3;13.63;54;90;72.7;1.2
09/05/2013;24250;1;0;7.6;14.2;10.87;44;89;66.5;1.1
10/05/2013;26399;1;0;10;16.8;12.67;44;85;69;0
11/05/2013;16627;0;1;6.5;13.9;10.15;49;87;72.1;5.8
12/05/2013;15918;0;1;5.4;15.4;10.16;40;91;73.9;0.9
13/05/2013;24836;1;0;8.6;15.2;12.12;36;92;61.6;0.3
14/05/2013;18054;1;0;7.4;12.2;9.41;52;93;73.6;8.8
15/05/2013;24015;1;0;6.5;14.3;9.26;47;86;67;0.1
16/05/2013;26070;1;0;2.9;16.1;9.98;36;92;67.6;1.1
17/05/2013;24932;1;0;6.1;11.6;9.69;64;89;75.5;0
18/05/2013;22272;0;1;8.9;15.2;11.69;52;75;64.6;0
19/05/2013;23994;0;1;7.8;18.4;13.01;49;86;67.9;0
20/05/2013;25914;1;0;10.5;16.8;13.97;76;93;85.4;0.1
21/05/2013;27649;1;0;11;15.9;12.89;70;87;79.6;0
22/05/2013;26967;1;0;8.3;14.2;11.02;47;85;69.1;0
23/05/2013;24701;1;0;5.7;11;8.06;42;73;61.4;0.1
24/05/2013;12891;1;0;5.4;8.9;6.83;73;91;82.9;9.3
25/05/2013;21087;0;1;4.9;15.2;10.04;40;97;67.5;0
26/05/2013;27251;0;1;5.1;19.7;13.3;31;77;49.6;0
27/05/2013;25819;0;1;7.7;18.3;13.74;33;65;47.2;0
28/05/2013;14556;1;0;10.1;13.1;11.42;48;92;80.1;14.7
29/05/2013;21440;1;0;8.8;12.5;10.83;80;93;88.1;0.5
30/05/2013;22150;1;0;10.7;15.1;12.17;78;97;90;5.1
31/05/2013;29136;1;0;10.7;21.2;15.28;50;92;75.3;0
01/06/2013;24782;0;1;10.2;17.7;13.81;48;75;63.4;0
02/06/2013;27202;0;1;9;18.6;14.07;38;80;55.9;0
03/06/2013;29940;1;0;6.9;18.3;13.34;39;88;59.2;0
04/06/2013;32397;1;0;6.8;20.2;14.16;37;75;54.1;0
05/06/2013;32488;1;0;8.5;20.8;13.97;43;82;66.4;0
06/06/2013;32829;1;0;8.5;21.6;14.96;43;84;63.2;0
07/06/2013;28762;1;0;9.6;19.5;14.62;44;76;60.7;0.1
08/06/2013;27264;0;1;8.8;17.3;12.91;47;83;65.8;0
09/06/2013;19429;0;1;10.1;14.1;11.97;60;79;70.2;0
10/06/2013;27336;1;0;10;15.1;12.15;55;71;64.1;0
11/06/2013;26601;1;0;9.4;17;13.97;66;84;78.4;0
12/06/2013;24401;1;0;14.5;17;15.64;70;93;84.7;2
13/06/2013;26388;1;0;12.4;18;14.58;49;92;73.3;0.1
14/06/2013;28797;1;0;9.5;19.2;14.55;34;81;63.8;0
15/06/2013;16020;0;1;11.6;17.3;14.37;44;85;68.2;4.2
16/06/2013;19970;0;1;11.5;18.3;14.74;49;81;66.2;0.1
17/06/2013;28611;1;0;12.7;20.6;16.26;44;80;61.4;0
18/06/2013;30871;1;0;13;20.8;17.34;66;84;72.9;0
19/06/2013;31899;1;0;15.2;25.4;20.11;48;92;73.4;0
20/06/2013;29959;1;0;15.4;21.7;18.28;68;89;78.1;0.1
21/06/2013;28844;1;0;14.5;20.9;17.1;66;87;79.6;2.7
22/06/2013;19483;0;1;11.8;17.6;14.61;62;97;78.8;3.7
23/06/2013;19006;0;1;12.1;17.2;14.9;56;87;72.8;0.1
24/06/2013;27636;1;0;10.5;16.6;13.25;46;77;62.1;0
25/06/2013;31889;1;0;8.3;20.2;15.02;36;79;56;0
26/06/2013;31156;1;0;9.4;20.9;16.02;41;82;59.4;0
27/06/2013;27306;1;0;10;20.3;15.01;43;88;66.5;0.7
28/06/2013;22074;1;0;12.5;20.5;16.17;74;94;86.7;1.8
29/06/2013;29054;0;1;12.8;21.4;17.2;37;83;59.2;0
30/06/2013;31237;0;1;15.3;26.3;20.46;34;82;58.8;0
01/07/2013;31151;1;0;14.2;20.7;17.33;38;75;55.7;0
02/07/2013;30163;1;0;12.8;18;15.45;48;80;64.8;0.1
03/07/2013;30780;1;0;14.5;20.2;17.05;57;93;75.7;1.2
04/07/2013;32941;1;0;13.1;23.4;18.23;50;91;70.1;0
05/07/2013;34704;1;0;12.8;25.4;19.7;37;83;57.7;0
06/07/2013;34191;0;1;12.7;28;20.81;34;80;56;0
07/07/2013;31363;0;1;14.6;28.4;22.04;34;86;57.2;0
08/07/2013;34263;1;0;14.7;26.6;20.86;40;76;57.1;0
09/07/2013;35519;1;0;11.6;25.9;19.31;30;81;51;0
10/07/2013;33629;1;0;12.2;23.4;18.34;45;71;57.9;0
11/07/2013;33792;1;0;11.5;22.7;16.09;40;74;58.8;0
12/07/2013;33173;1;0;11.4;24.8;17.49;45;82;66;0
13/07/2013;33509;0;1;14.7;30.3;22.98;37;89;61.1;0
14/07/2013;32169;0;1;16.9;28.2;23.19;34;81;56.5;0
15/07/2013;34419;1;0;17.2;30.1;23.64;22;66;41.3;0
16/07/2013;35580;1;0;16.3;30.2;23.69;31;75;50.5;0
17/07/2013;35203;1;0;16.7;31.2;24.67;29;71;45;0
18/07/2013;35330;1;0;17;28.1;22.56;35;70;51.8;0
19/07/2013;35196;1;0;14.8;28;21.69;33;67;50.9;0
20/07/2013;28332;0;1;16.1;22.5;19.08;58;84;70.7;0
21/07/2013;30075;0;1;16.4;26.1;20.17;46;86;69;0
22/07/2013;33176;1;0;16.7;32.7;24.47;31;87;59.1;0.1
23/07/2013;31624;1;0;19.4;26.7;22.6;53;92;72.1;12.2
24/07/2013;34038;1;0;16.2;26.5;21.36;41;81;60.9;0
25/07/2013;33683;1;0;17.3;25.3;21.13;42;88;66.5;3.9
26/07/2013;34681;1;0;15.5;26.8;21.28;37;79;55.8;0
27/07/2013;25761;0;1;14.3;28.5;20.69;36;90;61.4;6.7
28/07/2013;28177;0;1;15.4;23.3;19.55;47;92;68.5;2.4
29/07/2013;30415;1;0;16.1;22.8;19.04;49;89;70.7;1.8
30/07/2013;22742;1;0;15.5;20.8;17.52;72;95;85.1;7.2
31/07/2013;28976;1;0;16.6;23.1;19.36;66;90;77.7;0.6
01/08/2013;34770;1;0;16.6;32.8;25.49;31;91;59.4;0
02/08/2013;29109;1;0;17.6;25.3;20.94;45;86;65.4;2.8
03/08/2013;34928;0;1;15.4;23.9;19.3;42;88;64.5;0.9
04/08/2013;32580;0;1;15;23;19.01;44;87;64.5;0
05/08/2013;23864;1;0;15.7;23.3;19.03;51;92;71.4;10.3
06/08/2013;33631;1;0;11.7;22.3;17.37;40;94;67;0
07/08/2013;33084;1;0;13.5;22.4;17.8;42;87;60.6;0
08/08/2013;33737;1;0;10.2;24.1;18.11;35;84;57.4;0
09/08/2013;28206;1;0;15.7;23.2;19;36;91;63.5;1.5
10/08/2013;28830;0;1;13.3;21.7;17.65;36;71;52.7;0
11/08/2013;29530;0;1;16;22.6;18.83;36;74;54.7;0
12/08/2013;30425;1;0;14.2;20.7;17.17;35;73;55;0
13/08/2013;30933;1;0;11.5;20.2;15.78;39;82;63.1;0
14/08/2013;31412;1;0;10.9;22.2;17.45;45;91;69.8;0.1
15/08/2013;30865;1;0;16.7;22.7;19.51;60;92;77.6;0.1
16/08/2013;25555;1;0;16.9;21.9;18.68;70;91;81.7;0.7
17/08/2013;23931;0;1;14.6;20;17.23;60;93;80;0.2
18/08/2013;26910;0;1;16.2;22.3;19.02;45;93;70.1;0
19/08/2013;31183;1;0;12.7;22.6;17.58;38;79;56.4;0
20/08/2013;33578;1;0;10.9;24;18.17;34;80;55.9;0
21/08/2013;33214;1;0;11.8;25.9;19.72;34;84;57.3;0
22/08/2013;22363;1;0;16.7;20.3;18.36;63;92;85.9;5.2
23/08/2013;30665;1;0;15.9;26.2;20.49;44;96;72.8;0
24/08/2013;7341;0;1;13.8;19.3;17.4;74;96;89.8;19.2
25/08/2013;21638;0;1;12.5;22.9;17.29;57;98;84.4;10.3
26/08/2013;27802;0;1;13.8;24.7;19.14;37;94;69.4;0
27/08/2013;29563;1;0;11.3;22.6;16.65;42;94;69.5;0
28/08/2013;32024;1;0;12.4;23.3;17.27;39;93;66.2;0
29/08/2013;31639;1;0;14.3;24.3;18.96;41;85;63.2;0
30/08/2013;31127;1;0;15.5;24.4;19.67;45;85;67.9;0
31/08/2013;29718;0;1;11.3;20;16.62;35;88;56.6;0
01/09/2013;23856;0;1;10.6;21.3;15.61;40;73;57.6;0
02/09/2013;31292;1;0;12.2;24.9;18.28;47;83;65.1;0
03/09/2013;31600;1;0;13.8;24.1;19.34;52;92;71.5;0
04/09/2013;33406;1;0;13.5;26.8;19.7;42;96;74.3;0
05/09/2013;33574;1;0;15.5;28.1;21.11;40;97;69.5;0
06/09/2013;20930;1;0;13.5;18.3;15.66;58;89;75.9;3.3
07/09/2013;21279;0;1;12;18.7;14.85;46;85;66.5;0.9
08/09/2013;18046;0;1;8.2;17.6;12.56;47;93;73.7;0.6
09/09/2013;17943;1;0;9.3;12.9;11.12;84;95;91.9;6.8
10/09/2013;24558;1;0;8.8;16.5;12.34;52;96;80;0.6
11/09/2013;23386;1;0;11.8;16.3;13.61;62;94;76.8;1.8
12/09/2013;24246;1;0;12.5;18.2;15;72;97;86.4;1
13/09/2013;15392;1;0;13.3;18.1;16.17;91;98;95.9;32
14/09/2013;12977;0;1;8;13.6;11.1;79;98;92.5;3.4
15/09/2013;4826;0;1;6.7;15.2;11.61;59;98;88.6;3
16/09/2013;21892;1;0;8;14.2;11.17;45;86;65.3;0.9
17/09/2013;18428;1;0;7.8;13.4;11.12;60;95;80.5;5.5
18/09/2013;25319;1;0;10.1;15.3;12.44;54;95;77.6;0.3
19/09/2013;18746;1;0;8.4;15.5;12.08;69;95;84.1;0.9
20/09/2013;26196;1;0;10.1;18;13.25;55;93;78.6;0
21/09/2013;21988;0;1;9.5;18.2;14.58;79;94;85.6;0
22/09/2013;22683;0;1;13.7;19.1;16.71;81;96;91.2;0
23/09/2013;26625;1;0;12.9;18.9;15.78;77;98;90.9;0
24/09/2013;28666;1;0;10.9;21;15;72;98;89.9;0
25/09/2013;28183;1;0;14.1;20.8;16.79;67;97;86.1;0
26/09/2013;28857;1;0;12.4;18.8;15.31;54;92;75.5;0
27/09/2013;27371;1;0;9.4;17.1;13.13;56;93;76.6;0
28/09/2013;21716;0;1;11.7;18.4;14.63;55;93;79;0.3
29/09/2013;20654;0;1;13;17.1;14.73;67;87;77;0
30/09/2013;27089;1;0;12.1;18.9;14.99;52;91;75.1;0
01/10/2013;27711;1;0;10.9;16.8;14.03;64;93;80.1;0
02/10/2013;26467;1;0;13.1;18.6;15.48;72;96;87.1;2.5
03/10/2013;25153;1;0;13;18.4;15.7;89;98;94;1.2
04/10/2013;26522;1;0;15.5;20.4;17.73;69;98;85.6;0.3
05/10/2013;22996;0;1;12.5;18.1;15.21;71;94;86.1;0
06/10/2013;25143;0;1;8.3;18.7;13.49;53;98;78.9;0
07/10/2013;26680;1;0;11.1;18.7;14.7;67;98;84.2;0
08/10/2013;27598;1;0;13.7;19.7;16.61;68;95;83.3;0
09/10/2013;26433;1;0;8.2;16.3;13.37;57;88;73.7;0
10/10/2013;23497;1;0;6.8;11.7;8.83;52;73;66.1;0.1
11/10/2013;15640;1;0;8.2;12.6;10.88;71;97;88.5;7.6
12/10/2013;17068;0;1;7.3;13.5;11.07;62;98;84.7;4
13/10/2013;7068;0;1;8.5;11.4;10.1;89;98;94.6;11.4
14/10/2013;18979;1;0;8.8;10.8;9.61;88;96;93.4;3.7
15/10/2013;24657;1;0;8;12.6;9.9;80;97;91;0
16/10/2013;20562;1;0;5.1;14.2;9.9;85;98;94.8;5.5
17/10/2013;25170;1;0;11.6;16.8;13.82;68;95;84.7;0
18/10/2013;24880;1;0;10.1;17.1;13.61;76;98;89.8;0
19/10/2013;17430;0;1;13.4;17.2;14.87;82;95;90;0.9
20/10/2013;11396;0;1;12.2;16.8;13.91;76;96;90;13.8
21/10/2013;21385;1;0;12.8;17.3;15.4;79;97;89.3;0.6
22/10/2013;22316;1;0;13.7;17.9;16.42;80;92;85.4;5.1
23/10/2013;24178;1;0;10;17;14.21;55;94;79.6;6.7
24/10/2013;26399;1;0;5.6;16.8;11.66;67;98;84.7;0
25/10/2013;23677;1;0;13;18.3;15.47;72;98;86.1;1.5
26/10/2013;16986;0;1;14;16.8;15.03;74;90;84.6;1.5
27/10/2013;15652;0;1;11.3;16;13.64;56;94;79.4;8.9
28/10/2013;14577;1;0;8.7;15.6;12.24;60;98;81.3;15.2
29/10/2013;23126;1;0;6.5;12.5;9.04;52;91;76.2;0
30/10/2013;24753;1;0;4.4;13.3;9.5;65;94;81;0
31/10/2013;20055;1;0;11.8;13.4;12.45;81;95;90.6;1.5
01/11/2013;20597;1;0;11.4;13.7;12.53;84;94;89.4;0.1
02/11/2013;15347;0;1;9.9;14.5;11.59;61;97;81.8;0.3
03/11/2013;13063;0;1;7.4;11.9;9.06;54;96;70.6;11.6
