Day;BikeHires;WorkingDay;Holiday;Temp. Min;Temp. Max;Temp. Mean;Humid. Min;Humid. Max;Humid. Mean;Rain
06/10/2014;24330;1;0;8.5;12.9;11.46;71;94;81;3.9
07/10/2014;31465;1;0;7.8;14.6;10.99;46;97;76.3;4.9
08/10/2014;23573;1;0;6.9;16.8;12.27;65;96;83.5;2.9
09/10/2014;26642;1;0;11.7;16.8;13.43;53;91;78.3;2.8
10/10/2014;32510;1;0;8;17;12.8;62;97;85.4;3.3
11/10/2014;30498;0;1;9.3;16.2;12.76;61;97;82.5;0
12/10/2014;23063;0;1;6.1;14.2;10.3;73;98;89.9;7.4
13/10/2014;13299;1;0;10.9;14.7;12.76;96;98;96.5;40.7
14/10/2014;28518;1;0;12.5;14.3;13.35;94;97;95.6;0.2
15/10/2014;25424;1;0;11.9;15.1;13.35;85;97;93.7;9.4
16/10/2014;31541;1;0;11.5;17.4;14.69;77;97;90.8;0.7
17/10/2014;32770;1;0;13.6;18.7;15.98;73;96;88.7;1.1
18/10/2014;28951;0;1;16.4;19.5;17.79;76;92;86.1;0
19/10/2014;30480;0;1;14;18.8;16.77;59;95;82.3;2.6
20/10/2014;31642;1;0;13.1;16.2;14.27;64;85;77.8;0
21/10/2014;24681;1;0;8.1;14.4;11.91;47;93;70.4;2
22/10/2014;30642;1;0;6.8;13.2;10.05;59;80;69.1;0
23/10/2014;31277;1;0;11;15.8;13.7;71;92;78.8;0
24/10/2014;29144;1;0;11.6;16.5;15;82;95;90.7;2.2
25/10/2014;30053;0;1;7.9;14.9;11.78;58;96;79.7;0
26/10/2014;26514;0;1;12;15.2;13.5;61;75;68.7;0
27/10/2014;33716;1;0;12.5;18;15.13;66;92;79.4;0
28/10/2014;35320;1;0;12.2;17.7;14.82;61;96;84.9;0
29/10/2014;23281;1;0;12.1;15.5;13.13;91;96;94.6;2.7
30/10/2014;32503;1;0;13.3;17.8;15.24;86;95;92.3;0
31/10/2014;36478;1;0;13.4;21.3;16.69;54;96;80.6;0
01/11/2014;31912;0;1;13.1;16.9;15.31;51;91;75.9;0
02/11/2014;15887;0;1;10.7;15.2;13.93;75;93;85.3;7.6
03/11/2014;22347;1;0;5.6;11.1;9.1;79;96;88.4;5
04/11/2014;23525;1;0;4.6;10.6;7.15;69;98;91.1;5.4
05/11/2014;27970;1;0;4;10.3;7;75;96;88;0.2
06/11/2014;28274;1;0;0.3;11.7;7.11;66;98;83.8;0.6
07/11/2014;26779;1;0;8.7;12.8;11.17;59;95;82.6;4.1
08/11/2014;17473;0;1;7.8;13.8;10.78;77;96;87.4;16.3
09/11/2014;24099;0;1;8;11.3;9.43;70;97;88.5;0
10/11/2014;28303;1;0;7.5;12.4;10.11;71;91;84.9;0
11/11/2014;28993;1;0;10.5;13.2;11.71;69;88;80.3;0.2
12/11/2014;24878;1;0;10.2;12.5;11.47;68;91;84.2;4.1
13/11/2014;27839;1;0;9.2;13.2;11.62;80;96;88.6;0
14/11/2014;21442;1;0;5.9;13.7;10.85;77;97;87.4;12.2
15/11/2014;22842;0;1;5.8;12.4;9.13;92;98;96.4;1.1
16/11/2014;17849;0;1;8.5;10.9;9.49;96;97;96.6;1.3
17/11/2014;21398;1;0;7.4;9.7;8.51;89;97;95.3;7.3
18/11/2014;26094;1;0;7;12;9.16;86;98;94.2;0.7
19/11/2014;28807;1;0;6.4;10.9;8.79;88;98;94.4;0
20/11/2014;29068;1;0;5.9;10.5;7.76;85;98;93.4;0
21/11/2014;24070;1;0;5.4;9.7;7.62;89;97;94.5;0.5
22/11/2014;18347;0;1;9.8;14.3;12.8;96;97;96.5;1.5
23/11/2014;6030;0;1;4.4;13.9;8.66;96;98;97.5;29.8
24/11/2014;25884;1;0;1.3;7.4;3.53;91;98;96.9;0
25/11/2014;24359;1;0;1.9;8.5;5.9;88;98;95.5;0.9
26/11/2014;23096;1;0;7.9;9.5;8.71;96;98;97.8;4.8
27/11/2014;26765;1;0;9.2;10.6;9.92;91;98;94;2.5
28/11/2014;26782;1;0;9.5;12;10.71;85;94;92.6;0
29/11/2014;24337;0;1;6.4;12.2;10.09;82;95;88.9;0
30/11/2014;19998;0;1;4.6;11.1;8.74;82;96;90.6;0
01/12/2014;24983;1;0;5.6;9.3;6.89;78;92;85.8;0
02/12/2014;21614;1;0;5.8;7.7;6.58;77;95;88.8;0.6
03/12/2014;25376;1;0;3.8;7.9;5.86;68;89;81.8;0.1
04/12/2014;19993;1;0;3.4;6;4;72;95;87.8;0.7
05/12/2014;22939;1;0;2.3;5.9;4.09;83;95;89.9;0.2
06/12/2014;17431;0;1;-0.8;4.6;2.35;71;92;85;0
07/12/2014;12789;0;1;2.7;9.8;6.61;56;93;79.3;0.5
08/12/2014;23519;1;0;2.6;6.2;4.02;62;86;76;0
09/12/2014;23925;1;0;0.1;11.3;5.04;74;94;86.3;0.9
10/12/2014;25028;1;0;5.5;11.8;7.58;53;92;70.7;1.1
11/12/2014;23028;1;0;5.3;9.1;6.92;65;86;77.4;1.5
12/12/2014;20436;1;0;3;10.1;7.06;73;93;82.9;10.7
13/12/2014;18255;0;1;0.2;5.4;2.43;69;90;82.7;0
14/12/2014;14441;0;1;0.9;9.6;5.76;73;92;85.5;0.4
15/12/2014;22940;1;0;3.7;9.6;6.81;80;93;85.8;0.4
16/12/2014;23087;1;0;2.7;6.8;4.66;83;95;90;3.1
17/12/2014;22120;1;0;6.8;12.9;11.13;86;94;90.8;5.7
18/12/2014;23196;1;0;12.4;13.6;12.98;82;91;87.1;0
19/12/2014;21966;1;0;5.3;12.9;9.3;57;91;76.5;2.6
20/12/2014;14690;0;1;4.9;9.4;6.85;62;85;74.9;0
21/12/2014;11802;0;1;4.8;11.8;8.55;75;91;83.4;0
22/12/2014;18552;1;0;11.6;13.3;12.51;72;93;79.3;0
23/12/2014;16551;1;0;10.8;12.8;11.65;65;76;72.1;0
24/12/2014;10385;1;0;4.6;11.7;8.51;53;92;71.9;0.7
25/12/2014;39145;0;1;3;7.5;4.77;67;86;77.6;0
26/12/2014;7678;0;1;0.7;8.7;3.58;81;96;89.9;10.7
27/12/2014;6349;0;1;1.7;8.7;2.93;84;95;90;1.3
28/12/2014;9293;0;1;-1.3;4.6;1.87;61;93;75.6;0
29/12/2014;12411;1;0;-1.2;4.8;1.12;75;93;85.6;0
30/12/2014;13120;1;0;-1.4;4.7;1.3;83;96;91;0
31/12/2014;12811;1;0;0.4;7;3.94;81;97;89.9;0
01/01/2015;9615;0;1;5.2;12;8.67;83;94;90.9;0.6
02/01/2015;15389;1;0;4.9;12.6;8.55;51;93;69.3;0.9
03/01/2015;5779;0;1;1.8;6;4.28;71;96;89.1;15.6
04/01/2015;9367;0;1;-1;4.5;1.93;96;98;97.2;0
05/01/2015;20566;1;0;4.5;9.6;7.48;75;96;88.4;0
06/01/2015;20765;1;0;3.3;10;7.21;75;94;82.8;1.3
07/01/2015;22504;1;0;2.6;9.9;6.57;70;95;85.2;0.7
08/01/2015;15769;1;0;6.7;11;8.89;81;95;88.5;15.8
09/01/2015;22285;1;0;8.4;14.8;11.86;69;92;82.3;0.7
10/01/2015;14877;0;1;4;13.8;9.72;48;89;69.7;0.8
11/01/2015;14738;0;1;3;8.4;5.83;58;76;70.4;0.3
12/01/2015;17354;1;0;7.9;11.8;10.15;68;95;83.4;9.2
13/01/2015;24966;1;0;3.6;11.5;7.75;71;95;84;6.6
14/01/2015;23767;1;0;2.7;9;5.25;58;89;74.3;0.9
15/01/2015;23123;1;0;5.1;10.6;7.84;53;93;73.7;6.3
16/01/2015;22894;1;0;1;6.4;4.58;58;83;69.2;0.3
17/01/2015;15443;0;1;-0.7;5.9;2.83;70;85;79.3;0.2
18/01/2015;13373;0;1;-0.1;4.6;2.48;78;96;86.6;1.3
19/01/2015;23193;1;0;-1.5;3.6;0.88;73;98;87.6;0
20/01/2015;23384;1;0;-3.6;4.2;0.64;71;97;85.6;0
21/01/2015;22987;1;0;0.7;3.5;2.75;73;89;84.7;0
22/01/2015;23432;1;0;-2.2;3.9;1.21;62;93;80.5;0
23/01/2015;22093;1;0;-4.1;7.3;1.14;74;95;85;1.7
24/01/2015;17748;0;1;2;8.2;4.61;61;96;77.4;3.1
25/01/2015;15267;0;1;0.6;8.1;4.7;73;89;81.8;0
26/01/2015;22867;1;0;4.1;9.9;7.87;58;93;78.5;0.4
27/01/2015;25222;1;0;3.4;8.6;6.16;70;82;76.6;0
28/01/2015;21685;1;0;2.6;10.1;6.32;51;95;73.9;3.7
29/01/2015;21421;1;0;1.6;6.3;2.85;64;85;78;0.5
30/01/2015;21405;1;0;1.3;5.7;3.16;71;94;81.1;1.8
31/01/2015;10385;0;1;0.8;4.3;2.52;58;96;80.6;3
01/02/2015;11420;0;1;-0.3;5.1;2.79;59;92;67.8;1.7
02/02/2015;21770;1;0;-2.3;2.1;-0.1;60;75;67.9;0
03/02/2015;20028;1;0;-0.4;3.5;1.35;73;98;89.9;2.5
04/02/2015;22056;1;0;0.6;3.9;2.16;74;97;85.8;0
05/02/2015;21396;1;0;0.7;4.1;2.06;56;98;84.9;0.6
06/02/2015;21146;1;0;-0.1;4.5;1.8;54;85;72.2;0
07/02/2015;13324;0;1;0.1;5;2.96;84;94;88.9;0
08/02/2015;15983;0;1;2.3;7.6;4.79;64;91;78.3;0
09/02/2015;24078;1;0;1.9;8.7;4.9;69;94;84.9;0
10/02/2015;24399;1;0;4;6.7;5.37;69;92;79.1;0
11/02/2015;23870;1;0;4;5.3;4.8;72;77;75;0
12/02/2015;23429;1;0;3.2;4.3;3.63;68;76;72.6;0
13/02/2015;17836;1;0;2.5;9.1;6.58;73;92;85.4;4.1
14/02/2015;14644;0;1;4;8.3;6.83;86;96;91.2;2.2
15/02/2015;17253;0;1;1.9;8.5;5.76;75;96;89.6;0
16/02/2015;16548;1;0;1.6;8.4;5.75;84;98;92.9;5.4
17/02/2015;25288;1;0;2.3;7.9;4.6;47;89;72.3;0
18/02/2015;25340;1;0;1.4;9.6;5.56;55;81;70.6;0
19/02/2015;17081;1;0;4.8;8.5;6.71;74;95;83.7;6.5
20/02/2015;21014;1;0;3.6;7.3;5.81;72;96;86.7;1.5
21/02/2015;16490;0;1;1.7;6.3;3.63;57;94;78.5;1.9
22/02/2015;9214;0;1;-0.8;9.2;4.02;65;97;85.5;5.7
23/02/2015;21857;1;0;4.1;9;5.93;49;89;69.7;0.6
24/02/2015;23758;1;0;3.9;9.1;6.39;41;83;65.7;0.2
25/02/2015;21708;1;0;5;10.9;8.51;67;93;79;2.2
26/02/2015;20131;1;0;3.2;11.3;8.62;62;96;84.1;5.7
27/02/2015;24540;1;0;1.1;8.5;5.03;49;84;66.6;0
28/02/2015;13677;0;1;5.8;10.4;8.17;73;96;86.6;3.5
01/03/2015;15817;0;1;4.8;10.9;8.49;47;96;67.6;3.3
02/03/2015;22379;1;0;2.6;8.4;5.27;37;85;62.3;0
03/03/2015;24001;1;0;3.6;8.8;5.62;42;81;62.9;0
04/03/2015;24544;1;0;2.1;9.7;5.64;43;81;62.5;0
05/03/2015;24959;1;0;1.4;10.8;6.58;51;78;63.5;0
06/03/2015;25527;1;0;6.3;12.3;8.72;52;69;59.5;0
07/03/2015;27754;0;1;7.1;15.8;10.35;40;81;62.9;0
08/03/2015;20207;0;1;5.5;12.8;9.4;70;87;78.1;0
09/03/2015;24230;1;0;2;10.3;7.42;71;93;84.6;0
10/03/2015;27878;1;0;4.6;11.1;7.87;43;92;66.9;0
11/03/2015;27610;1;0;3.9;13.3;8.86;46;85;67.1;0
12/03/2015;28324;1;0;5.9;14.6;10.7;28;76;49.9;0
13/03/2015;25840;1;0;3.4;11.3;8.47;37;76;51.8;0
14/03/2015;18270;0;1;2.3;8.5;5.36;48;78;64.6;0
15/03/2015;10744;0;1;4.6;6.8;5.56;70;93;82.8;0.2
16/03/2015;19950;1;0;4.6;8.6;6.3;62;96;82.1;2.8
17/03/2015;25956;1;0;5.3;11.8;8.06;65;95;83.3;0
18/03/2015;26618;1;0;3.5;9.9;6.34;61;96;81.5;0
19/03/2015;24241;1;0;5.5;7.7;6.33;75;88;82.6;0
20/03/2015;25424;1;0;4.5;11.6;7.38;55;92;77;0
21/03/2015;16304;0;1;4.8;8.8;6.73;54;86;72.5;0
22/03/2015;18782;0;1;3.3;8.1;5.53;53;83;64.3;0
23/03/2015;25741;1;0;2.2;11.1;7.42;47;81;64.3;0.1
24/03/2015;24161;1;0;2;9;6.32;52;84;71;2.6
25/03/2015;25779;1;0;1;9.2;4.71;45;89;69.5;0
26/03/2015;20415;1;0;4.4;11.8;7.58;46;95;70.7;6.3
27/03/2015;26567;1;0;3.3;12.4;8.01;40;76;58.4;0
28/03/2015;19242;0;1;7.6;13.9;11.09;64;93;80.4;0.3
29/03/2015;8987;0;1;8.6;13.8;10.63;50;94;77.9;5.4
30/03/2015;22235;1;0;5.7;11.9;8.78;37;93;65.9;0.6
31/03/2015;22898;1;0;6.2;12.8;10.42;37;90;56.3;0.7
01/04/2015;23677;1;0;4.2;10.8;7.62;43;87;56.3;1.7
02/04/2015;22818;1;0;5.7;11.4;8.64;40;95;66.5;2.2
03/04/2015;11503;0;1;6.7;12.1;9.28;68;94;87;5.2
04/04/2015;13828;0;1;6.4;9.6;8.15;71;95;81.6;0.2
05/04/2015;19685;0;1;4.8;12.4;8.54;52;86;71.4;0
06/04/2015;25724;0;1;3.3;16;9.23;54;88;72.6;0
07/04/2015;29525;1;0;2.1;17.4;10.45;46;89;65.3;0
08/04/2015;30882;1;0;5.4;16.3;10.95;53;92;71.9;0
09/04/2015;31671;1;0;6.2;17;11.1;44;94;70.6;0
10/04/2015;32299;1;0;5.6;20.8;13.25;32;89;60.2;0
11/04/2015;25415;0;1;8.1;13.7;11.35;34;81;56;0.7
12/04/2015;29457;0;1;3.3;17.7;11.21;35;75;53.8;0
13/04/2015;28203;1;0;6.6;16.6;11.14;50;74;65.2;0
14/04/2015;34830;1;0;7.5;21.8;14.76;35;85;59.8;0
15/04/2015;37709;1;0;10.1;24.2;17.28;27;70;48;0
16/04/2015;30656;1;0;8.1;15.9;11.61;38;86;60.3;0
17/04/2015;30001;1;0;7.3;14.5;10.43;36;75;57.3;0
18/04/2015;29846;0;1;4.4;14.4;9.41;36;86;59.2;0
19/04/2015;19906;0;1;4.4;11.3;7.72;49;77;64.9;0
20/04/2015;32163;1;0;3.7;17.8;10.83;35;88;59.5;0
21/04/2015;35103;1;0;4.1;18.4;11.46;34;76;54.6;0
22/04/2015;32559;1;0;4.7;14.7;10.47;52;83;63.5;0
23/04/2015;32935;1;0;7.5;16.6;10.9;43;85;65.4;0
24/04/2015;32332;1;0;5.2;17.9;12.09;48;89;67.8;0
25/04/2015;25441;0;1;11.3;17.8;13.7;46;93;75.1;3
26/04/2015;19565;0;1;5.7;12.2;8.96;65;96;82;3.9
27/04/2015;30735;1;0;3.6;12.6;8.53;37;86;53;0
28/04/2015;32024;1;0;3.8;13.7;9.1;31;77;51.7;0
29/04/2015;26197;1;0;7.4;13.8;9.73;36;82;62.9;2.6
30/04/2015;31795;1;0;4.8;14.7;9.96;36;75;54.5;0
01/05/2015;29822;1;0;4.9;13.1;8.59;40;80;59.9;0
02/05/2015;22474;0;1;5.1;13.9;9.19;53;89;69.1;0.3
03/05/2015;21375;0;1;9.3;19.2;14;55;95;81.9;2.4
04/05/2015;26933;0;1;11.8;18.5;14.39;42;93;65.7;4.5
05/05/2015;26633;1;0;11.9;16;14;41;95;70.6;3.5
06/05/2015;24556;1;0;8.3;14.3;11.63;52;87;73.1;12.9
07/05/2015;31283;1;0;9.5;17.3;12.91;39;83;60.9;0
08/05/2015;27029;1;0;8.1;16.9;12.58;47;84;68;0.2
09/05/2015;27995;0;1;10.9;17.6;14.02;37;84;60.4;0
10/05/2015;32399;0;1;7.8;19;14.38;48;86;63.4;0
11/05/2015;33872;1;0;13.5;21.7;16.75;45;79;61.8;0
12/05/2015;33930;1;0;11.2;17.7;14.09;34;74;52.1;0.1
13/05/2015;36877;1;0;7.3;19.7;13.57;33;73;52.4;0
14/05/2015;15657;1;0;8;10.7;9.02;72;97;86.2;14.4
15/05/2015;32522;1;0;7.4;16.3;11.35;48;97;73.5;0.9
16/05/2015;32720;0;1;10.7;18.5;14.51;36;87;60.4;0
17/05/2015;31506;0;1;7.6;17.9;12.85;37;76;54.3;0
18/05/2015;24385;1;0;8.8;15.5;11.83;42;94;66.6;1.7
19/05/2015;28408;1;0;7.4;14.3;10.11;45;77;63.9;3.3
20/05/2015;30650;1;0;5.1;15.3;10.28;44;83;63.2;0
21/05/2015;34922;1;0;5.5;20.1;13.6;30;81;55.1;0
22/05/2015;33624;1;0;9;19.5;15.22;49;76;63.6;0
23/05/2015;23989;0;1;12.1;17.2;14.44;51;88;69.6;2
24/05/2015;30267;0;1;12;20;15.62;47;74;62.6;0
25/05/2015;29607;0;1;8.6;16.1;13.11;48;73;60.7;0
26/05/2015;34880;1;0;9.5;18.9;14.16;43;80;60.3;0
27/05/2015;36496;1;0;7.5;20.3;14.01;35;76;56.7;0
28/05/2015;34496;1;0;11.8;17.3;14.46;34;75;49.1;0
29/05/2015;26155;1;0;9.4;14.7;11.57;48;87;63.1;2.2
30/05/2015;29432;0;1;7.3;18.2;12.61;34;81;55.3;0
31/05/2015;15075;0;1;9.6;15.7;12.95;43;93;75;3.7
01/06/2015;27893;1;0;8;15.4;11.65;45;77;60.9;0
02/06/2015;28070;1;0;11.3;18.5;14.77;52;92;80.8;0.2
03/06/2015;35630;1;0;11.6;19.2;15.27;36;77;54.3;0
04/06/2015;39687;1;0;7;22.7;16.41;27;78;51;0
05/06/2015;35048;1;0;12.4;24.2;18.25;43;84;64.8;0.2
06/06/2015;33088;0;1;9.6;19.4;14.7;34;73;49;0
07/06/2015;35757;0;1;7.9;20.3;14.92;33;74;51;0
08/06/2015;32745;1;0;8.8;18;13.26;36;80;59.5;0
09/06/2015;33447;1;0;7;14.5;11.19;42;80;60;0
10/06/2015;35862;1;0;9.3;18.2;13.33;41;69;55.7;0
11/06/2015;38969;1;0;9.2;22.6;16.52;35;89;58.8;0
12/06/2015;35367;1;0;12.3;25.1;18.83;49;81;65.8;0.1
13/06/2015;30566;0;1;15.1;18.7;16.65;71;90;80.7;0
14/06/2015;25402;0;1;11.7;17.2;14.36;61;88;79.2;0
15/06/2015;34723;1;0;10.8;19.1;14.17;42;87;63.9;0
16/06/2015;38166;1;0;8.1;22.5;16.38;40;83;57.4;0
17/06/2015;38799;1;0;13.3;24.4;18.88;52;77;63.7;0
18/06/2015;38875;1;0;13.8;21;17.37;41;82;58;0
19/06/2015;36220;1;0;11.1;20.8;15.62;43;71;57.5;0
20/06/2015;26546;0;1;11.8;19.2;15.89;63;90;74.6;3.3
21/06/2015;30621;0;1;14.5;20.1;16.92;42;89;63.9;0
22/06/2015;29711;1;0;11.3;17.7;14.18;43;88;68.5;4.1
23/06/2015;37663;1;0;10.9;20.3;15.34;44;76;60.1;0
24/06/2015;39183;1;0;12.8;23;17.85;36;78;56.9;0
25/06/2015;38856;1;0;12.9;24.3;19.34;41;74;54.4;0
26/06/2015;37281;1;0;14.9;26.5;19.89;34;70;54.3;0
27/06/2015;36885;0;1;13.4;24.1;18.94;33;79;56;0
28/06/2015;25846;0;1;16.4;20.5;18.32;52;76;62.9;1.5
29/06/2015;39280;1;0;13.7;25.7;20.06;33;79;53.2;0
30/06/2015;43582;1;0;13.5;29.4;22.39;24;73;45.1;0
01/07/2015;42891;1;0;19.5;34.2;27.23;28;65;44.5;0
02/07/2015;38467;1;0;16.6;26.5;21.68;45;77;61.1;0.1
03/07/2015;39940;1;0;12.1;25.8;19.42;36;83;59.6;0
04/07/2015;38640;0;1;17.6;26.6;21.8;40;91;64.9;4.8
05/07/2015;29963;0;1;14.2;22.4;17.97;42;77;61.2;0.2
06/07/2015;38895;1;0;13.6;23.2;18.48;35;79;56.8;0
07/07/2015;38120;1;0;15.8;22.8;18.73;35;75;56.5;0
08/07/2015;41921;1;0;14;20.2;16.81;43;83;62.9;0.4
09/07/2015;73094;1;0;11.1;23.1;16.94;30;67;47.9;0
10/07/2015;43266;1;0;14.1;26.6;20.71;24;69;43.9;0
11/07/2015;42676;0;1;14.9;25.2;20.51;33;65;48.3;0
12/07/2015;23498;0;1;15.6;20.9;17.7;55;89;76.8;4.5
13/07/2015;27646;1;0;16.4;20;17.86;78;91;86.6;1.5
14/07/2015;35600;1;0;16.8;21.3;18.37;68;89;82.1;1.1
15/07/2015;34878;1;0;16.9;21.4;18.75;65;92;81.9;2.4
16/07/2015;39609;1;0;14.8;22.4;18.89;56;84;67.7;0
17/07/2015;38845;1;0;15.1;24.1;19.57;43;83;62.5;0
18/07/2015;38906;0;1;13.3;23.3;18.22;32;76;53.2;0
19/07/2015;36989;0;1;14.6;24.5;19.17;24;78;48.5;0.4
20/07/2015;32140;1;0;11.9;22.6;17.9;40;83;73.9;0.3
21/07/2015;41001;1;0;14.2;24.3;19.56;39;82;60;0
22/07/2015;38133;1;0;15.3;22.8;18.47;43;79;61.2;0.2
23/07/2015;39368;1;0;11.9;21;16.83;39;79;58.3;0
24/07/2015;16135;1;0;12.4;16.5;14.41;53;91;79;31.9
25/07/2015;32982;0;1;10.8;20.3;15.46;41;91;65.7;2.3
26/07/2015;12497;0;1;13;16.6;14.51;60;91;80.7;7.6
27/07/2015;32103;1;0;14.8;19.7;16.71;51;91;73.3;0.3
28/07/2015;36310;1;0;13.7;19.1;16.07;43;80;62.3;0.5
29/07/2015;37021;1;0;10.5;19.1;14.93;44;83;62.5;0
30/07/2015;36350;1;0;11.4;18.7;15.2;43;77;59.8;0
31/07/2015;36932;1;0;8.5;21.7;15.88;36;87;57.8;0
01/08/2015;43492;0;1;8.9;21.2;16.53;38;79;54.6;0
02/08/2015;43679;0;1;12.3;25.5;19.21;31;86;56.8;0
03/08/2015;35609;1;0;14.7;23.1;19.16;46;79;66.2;0
04/08/2015;37864;1;0;14;20.9;17.8;42;79;59.9;0
05/08/2015;39010;1;0;14.9;21.6;17.31;43;87;65.6;1.1
06/08/2015;63963;1;0;14.4;23.6;18.92;43;87;68.2;0.1
07/08/2015;39788;1;0;11.5;23.8;18.01;42;83;63.2;0
08/08/2015;39362;0;1;13.5;26;19.51;41;91;66.6;0
09/08/2015;40758;0;1;13.9;26.1;20.73;30;79;53.8;0
10/08/2015;35625;1;0;17.1;22.5;19.6;67;82;74.7;0
11/08/2015;34567;1;0;14;21.4;17.36;49;82;66.7;0.3
12/08/2015;36838;1;0;14.7;21.8;17.95;54;87;69.5;0.8
13/08/2015;26185;1;0;15.6;19.8;17.89;69;93;87.4;10.4
14/08/2015;25638;1;0;15.4;20.8;17.98;74;92;88.6;2.1
15/08/2015;34137;0;1;11.6;19.9;15.91;43;92;70.9;0.2
16/08/2015;30948;0;1;10.5;19.3;15.18;51;83;67.6;0
17/08/2015;36003;1;0;11.9;20.5;16.71;38;85;58.8;0
18/08/2015;34776;1;0;14.1;19;16.45;47;71;60.6;0
19/08/2015;31903;1;0;14.1;21;17.15;51;89;70.2;4.6
20/08/2015;32857;1;0;15.5;21.4;18.41;70;92;84.4;0.7
21/08/2015;36329;1;0;18.4;25.6;21.32;45;89;70.7;0
22/08/2015;44724;0;1;14.8;30;22.22;33;90;61.9;0
23/08/2015;27202;0;1;15.1;22.5;19.13;52;80;66.2;6.3
24/08/2015;17520;1;0;12.7;16.7;14.85;77;93;89.3;10.1
25/08/2015;28401;1;0;11.8;18.2;15.37;68;91;85.5;5.6
26/08/2015;23969;1;0;14.8;19;17.22;68;92;86.2;12.9
27/08/2015;30856;1;0;14;19.1;15.75;53;90;78;2
28/08/2015;33201;1;0;11.6;20.6;16.49;46;91;68.1;0
29/08/2015;22828;0;1;14.7;21.8;17.56;52;90;73.7;2.6
30/08/2015;25191;0;1;15.1;19.7;17.11;75;91;84.4;0.6
31/08/2015;9709;0;1;14.1;15.7;14.73;89;93;92.1;17.5
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
